id,molecule,fgroups,xdata,ydata
2eb1e48c-470c-4528-8f8d-929b56a8168d,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],"[3.62612301e-03 2.26573829e-02 3.61950513e-02 ... 7.09838118e-04
 0.00000000e+00 5.96741515e-05]"
2ec0ea73-52d3-49d3-8e7c-fb53cf7a5d6d,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.03116712 0.02616821 ... 0.00223673 0.00196111 0.00051063]
2eebfc72-c146-431e-8d0b-f8eeab019b9e,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.03692937 0.04041107 0.05179975 ... 0.00121429 0.0020071  0.00505828]
2eefe0b4-4c82-4484-807f-b7b3571b21b7,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.28718969 0.32561801 0.26479896 ... 0.00034629 0.00059274 0.00127586]
2efba4d8-33ee-4b34-83eb-d71f7f11bafc,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.14943635 0.15658502 0.16206085 ... 0.00626132 0.00654959 0.00694194]
2f02d51a-4810-4a1a-8919-b9569fa8a812,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05304285 0.02047871 0.         ... 0.00446554 0.00647639 0.00724687]
2f08c662-3413-425f-89b9-d8fec0b9159d,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.03324477 0.         0.         ... 0.00812863 0.0107348  0.01046439]
2f1b0f48-9248-405a-96bb-2714ef91e934,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05177146 0.05639246 0.07348891 ... 0.00300773 0.00354337 0.00429395]
2f27a7b5-3a02-45ae-bade-30f74e62b432,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.48470272 0.52673935 0.58446471 ... 0.00959843 0.00868186 0.00836669]
2f541d84-bb63-4a1f-baab-99c761ef8827,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.04988786 0.03568119 0.06587194 ... 0.00595577 0.00750844 0.01309511]
2f542979-052c-4b4b-95ef-4371d6573575,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.11004519 0.14368712 0.19841281 ... 0.00117027 0.         0.        ]
2f5a1531-3049-4015-b104-528cf4031a72,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05070588 0.02712233 0.00667024 ... 0.00131889 0.00035013 0.        ]
2f7973c7-a49a-40dd-a027-5b27b551f201,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],"[1.57084941e-01 1.82723650e-01 2.15126544e-01 ... 5.02947531e-05
 6.46883539e-04 2.87215212e-03]"
2f7b53c4-77ae-4d24-9109-767c562e77ef,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.         0.         ... 0.00246282 0.00186484 0.        ]
2f8311fd-0e54-464c-a945-ed1c92662f3d,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.         0.         ... 0.01716242 0.01510757 0.01241107]
2f89818d-e2ab-4e64-a487-2c4c0398361f,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.1132419  0.12260492 0.13897455 ... 0.0032306  0.00116259 0.00016004]
2facfb3e-e94f-42c6-9f42-b2efd3a0d2a8,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.16611269 0.15868959 0.15909061 ... 0.00372743 0.00507439 0.00631708]
2fb375eb-c36a-4dbe-a444-7a520cd19657,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.6796412  0.64485409 0.60934231 ... 0.00294585 0.00389825 0.00560199]
2fe3d06d-6ea7-4d84-944d-331961c84325,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.16195479 0.17424598 0.18835258 ... 0.00297132 0.00294669 0.00198304]
2fe5967f-a933-476d-9a56-a1b93c7c9b25,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.16251718 0.17112436 0.19294627 ... 0.00945579 0.00888751 0.00945112]
2febcf5b-c5da-44d3-bf29-300f1a96c217,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05750633 0.04133227 0.04872824 ... 0.01613833 0.01914551 0.02134632]
2fefc954-150c-4ac7-9857-19ae1ea5a00a,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.15881933 0.09482014 0.05318597 ... 0.006309   0.00538506 0.00328508]
3011e864-81a6-44d6-b924-71362376cde6,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.04619912 0.04562298 0.05436287 ... 0.         0.0009312  0.00175121]
30144fef-aeca-493f-81e6-ed6ffb868a38,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.0036087  0.01251992 0.03909956 ... 0.00709244 0.0087083  0.00966254]
301c1a57-b30d-4ed3-9794-c68694cc892c,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.11026875 0.09951883 0.1160183  ... 0.00375551 0.00420271 0.00469037]
301d8a9a-2adf-4ead-a1ec-5fd6b77e28a2,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.16034055 0.15758724 0.16759207 ... 0.00398228 0.0049293  0.00618618]
30417bd3-5e4f-4dc8-962e-75e52a43edd0,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.25123527 0.2761389  0.31167044 ... 0.00691113 0.00806623 0.00734588]
304f8a7b-de85-48b0-ad1b-866c47ad3771,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.10026257 0.04977377 0.01393939 ... 0.00446327 0.00173405 0.00079359]
30589d4e-cf56-41d5-ac0b-2a3b05864130,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.18220468 0.18864187 0.21073713 ... 0.00750265 0.00658344 0.00562986]
306ee4f3-277d-4603-a57b-a56d7d6302fc,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.         0.         ... 0.00247802 0.0035242  0.00334397]
3092488f-52c5-4665-be6f-473b59b5d554,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05882389 0.05174403 0.04870774 ... 0.00140335 0.00219755 0.0047195 ]
3098e463-8a30-4594-8dff-baf33aea91d2,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.19971387 0.21088656 0.22865087 ... 0.00903972 0.01156264 0.01428398]
30d33ab6-4c11-4c0e-9aeb-04b51cd16970,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.02250977 0.05022357 ... 0.00227966 0.00355099 0.00269739]
30f947c2-495f-4143-a33c-5c3a41d0c05c,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.13463186 0.07117093 0.05851065 ... 0.00916678 0.01180746 0.00957021]
31287d94-ead2-4872-935b-0fc415d04d59,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.03468531 0.02165376 0.         ... 0.00560974 0.005193   0.005275  ]
3137b395-e546-4932-9443-9435e75f7539,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.01190779 0.0264051  ... 0.00287848 0.00281289 0.00162345]
313f4fc2-85d1-46d8-ac3e-5985a5ab88a7,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.         0.00239878 ... 0.00213765 0.00213479 0.00132959]
314dbfa7-47d7-4af3-b6c1-2d2c0bab471b,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.02998983 0.07154137 0.13726538 ... 0.00951821 0.00762971 0.00911541]
3153d15f-feca-4acc-8fa6-d060f10b1880,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.05917223 0.08305454 0.08831511 ... 0.00592359 0.00481073 0.0043619 ]
3155798e-8ebc-4af6-b2e2-1f95b0f3d3af,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.09025188 0.09832219 0.11164273 ... 0.00278316 0.00352178 0.00369848]
31557e2b-761f-456a-95b8-574fd6ad2126,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.22557754 0.21793711 0.18381136 ... 0.00565526 0.00697694 0.00675383]
315819d1-4297-43f7-ac75-e64604153883,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.         0.         0.         ... 0.00332036 0.00365312 0.0046167 ]
31614296-6a1b-498d-bc22-2cf13a133db2,Clc1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccccc1C#Cc1ccccc1)Cc1ccccc1,"{'ester': False, 'carboxylic_acid': False, 'alkane': True, 'alkene': False, 'alcohol': False, 'arene': True, 'amine': False, 'ketone': False, 'ether': False, 'imine': False, 'sulfonamide': False, 'acyl_halide': False, 'phosphate': False, 'aldehyde': False, 'nitro': False, 'enamine': False, 'azo': False, 'sulfonic_acid': False, 'amide': True, 'peroxide': False}",[ 400  402  404 ... 3994 3996 3998],[0.08294982 0.06594982 0.04911196 ... 0.00468591 0.00346394 0.00207835]
